,party,sentence,sentence_coal,score
7365,gruene,"wir schützen geflüchtete eine menschenrechtsorientierte geflüchtetenpolitik in europa umsetzen wir treten für eine europäische union ein, die ihre humanitäre und rechtliche verpflichtung, den zugang zum grundrecht auf asyl zu garantieren, und die notwendigkeit, verfahren nach völkerrechtlichen standards fair und zügig durchzuführen, einhält.","der asylantrag von menschen, die in der eu ankommen oder bereits hier sind, muss inhaltlich geprüft werden.",0.7834844
7366,gruene,bürokratie wollen wir durch verstärkte digitalisierung abbauen.,"digitalisierung und vereinfachung wir werden durch serielles bauen, digitalisierung, entbürokratisierung und standardisierung die kosten für den wohnungsbau senken.",0.7834261
7367,gruene,"wir wollen die deutsche mobilitätswirtschaft zur vorreiterin für neue mobilitätslösungen machen und die digitalisierung nachhaltig, inklusiv und ausgewogen für die verkehrswende nutzen.",autoverkehr wir werden den transformationsprozess der deutschen automobilindustrie vor dem hintergrund von digitalisierung und dekarbonisierung unterstützen.,0.7833984
7368,gruene,dafür nutzen wir auch die gestaltungsmöglichkeiten der deutschen g7-präsidentschaft 2022.,wir nutzen u. a. die deutsche g7-präsidentschaft 2022 für eine initiative zur gründung von klimapartnerschaften sowie eines für alle staaten offenen internationalen klimaclubs.,0.7833863
7369,gruene,"darum denken wir unsere demokratie konsequent europäisch, wollen diese  162 ka pi te l 5  vertiefen und stärken, lähmende blockaden strukturell überwinden – und so zukunftsfragen beherzt angehen.",wir fördern weiterhin demokratische transformationsprozesse in der südlichen nachbarschaft europas.,0.7833618
7370,gruene,"darüber hinaus werden wir über eine digitalisierungspauschale die it-infrastruktur an hochschulen stärken und die it-barrierefreiheit einfordern, aus- und weiterbildung der lehrenden ausbauen und digitale beratungs- und betreuungsangebote für studierende ausweiten.",wir werden die einrichtung einer bundeszentrale für digitale bildung prüfen.,0.78335303
7371,gruene,darüber hinaus setzen wir uns auch für den schutz und die gezielte förderung von menschenrechtsverteidiger*innen aus eu-mitgliedstaaten ein.,"wir wollen diejenigen besonders schützen, die der bundesrepublik deutschland im ausland als partner zur seite standen und sich für demokratie und gesellschaftliche weiterentwicklung eingesetzt haben.",0.783333
7372,gruene,unser fixstern für die weiterentwicklung der europäischen union ist die föderale europäische republik mit einer europäischen verfassung.,"die konferenz sollte in einen verfassungsgebenden konvent münden und zur weiterentwicklung zu einem föderalen europäischen bundesstaat führen, der dezentral auch nach den grundsätzen der subsidiarität und verhältnismäßigkeit organisiert ist und die grundrechtecharta zur grundlage hat.",0.78310525
7373,gruene,"damit der öffentlich-rechtliche rundfunk stark und zukunftsfest aufgestellt ist, arbeiten wir für eine funktionsgerechte finanzierung, die einem definierten programmauftrag folgt.",die notwendigen maßnahmen werden wir ergreifen und finanzieren.,0.7830285
7374,gruene,"angesichts der klima- und biodiversitätskrise wollen wir die züchtung von robusten sorten und die forschung für ökologisches saatgut vorantreiben sowie die forschung zu alternativen ansätzen stärken, die auf traditionelle und ökologische züchtungsverfahren setzen.",wir verstärken forschung und förderung zu klimarobustem pflanzenbau.,0.7830088
7375,gruene,"sie bedürfen unseres schutzes, unserer solidarität und aktiven unterstützung – auf allen ebenen.","wir verpflichten uns, diese menschen und ihre arbeit in besonderer weise zu stärken und zu schützen, auch bei grenzüberschreitender verfolgung.",0.78299195
7376,gruene,das gelingt am besten über den eu- emissionshandel – mit einem lenkenden co2-preis.,wir setzen uns insbesondere auf europäischer ebene für einen ets-mindestpreis sowie für die schaffung eines zweiten emissionshandels für die bereiche wärme und mobilität (ets 2) ein.,0.78279227
7377,gruene,"die eu als friedensmacht ist nicht nur antwort auf eine lange und schmerzvolle geschichte von kriegen und feindseligkeiten auf unserem kontinent, exportiert in die ganze welt, sondern vor allem ein zukunftsversprechen, das es einzulösen gilt.","eine demokratisch gefestigte, handlungsfähige und strategisch souveräne eu ist die grundlage für unseren frieden und wohlstand.",0.78267264
7378,gruene,"wir richten ein öffentliches dateninstitut mit einem gesetzlichen forschungsauftrag ein, um grundsatzfragen zur besseren verfügbarmachung oder anonymisierung von daten zu behandeln und die vernetzung, entwicklung von standards und lizenzmodellen voranzutreiben.",wir führen einen rechtsanspruch auf open data ein und verbessern die datenexpertise öffentlicher stellen.,0.78266263
7379,gruene,"insgesamt wollen wir die kompetenz für wissenschaft und forschung in allen ministerien sowie den zentralen, obersten bundesbehörden stärken und die ressortübergreifende zusammenarbeit bei den großen forschungsherausforderungen verbessern.",wir setzen den weg der zusammenarbeit zwischen bund und ländern für ein zukunftsfähiges wissenschaftssystem fort.,0.7826536
7380,gruene,"neue flächenkonkurrenzen wollen wir vermeiden und stellen den mehrfachnutzen für energieerzeugung, biodiversität und landwirtschaft in den vordergrund.",mit folgenden maßnahmen wollen wir den einsatz ambitioniert reduzieren:  wir werden die gesamte landwirtschaft in ihrer vielfalt an den zielen umwelt- und ressourcenschutz ausrichten (ökologischer landbau).,0.7826459
7381,gruene,"wir werden eine faire unterstützung bei den kommunalen altschulden und bei gemeindlichen   137 ka pi te l 3  krisenbedingten steuerausfällen umsetzen, um auch hoch verschuldeten kommunen wieder eine perspektive zu geben.",129 im rahmen der bund-länder-finanzbeziehungen wollen wir den kommunen bei der lösung der altschuldenproblematik helfen.,0.7826398
7382,gruene,so wollen wir auch der historischen verantwortung von deutschland und europa gerecht werden.,wir stehen zur globalen verantwortung deutschlands als einer großen industrienation in der welt.,0.7825701
7383,gruene,die handlungsspielräume von kommunen in der europäischen union wollen wir ausbauen und die daseinsvorsorge vor liberalisierungsdruck schützen.,"tarifautonomie, tarifpartner und tarifbindung sowie die sozialen sicherungssysteme in der eu und den mitgliedstaten wollen wir vertragsgemäß stärken.",0.7824062
7384,gruene,"wir wollen das system der direktzahlungen schrittweise durch eine gemeinwohlprämie ablösen, die konsequent gesellschaftliche leistungen honoriert.","wir lösen die grundsicherung durch ein neues bürgergeld ab, damit die würde des einzelnen geachtet und gesellschaftliche teilhabe besser gefördert wird.",0.7823946
7385,gruene,"diese müssen, gut geschult, auf grundlage klarer rechtsvorgaben arbeiten können.","wir werden qualifizierte mietspiegel stärken, verbreitern und rechtssicher ausgestalten.",0.7823847
7386,gruene,"die deutsche stiftung für engagement und ehrenamt wollen wir zu einer echten förderstiftung weiterentwickeln, die lokal und dezentral organisationen unterstützt.",wir wollen die nationalen aktionspläne im rahmen der open-government- partnership (ogp) deutschlands umsetzen und weiterentwickeln.,0.7823832
7387,gruene,wir wollen die europäischen betriebsräte stärken und die mitbestimmung in grenz- überschreitenden unternehmen weiter absichern durch gestärkte informationsrechte und verschärfte sanktionen.,"wir wollen die europäische arbeitsbehörde nutzen, um geltendes recht durchzusetzen und kontrollen besser zu koordinieren.",0.78203446
7388,gruene,wir vollenden die europäische wirtschafts- und währungsunion in europas zukunft investieren europas gesellschaften und unternehmen leben von einer starken öffentlichen infrastruktur.,"investitionen eine europäische digitale infrastruktur, ein gemeinsames eisenbahnnetz, eine energieinfrastruktur für erneuerbaren strom und wasserstoff sowie forschung und entwicklung auf dem niveau der weltspitze sind voraussetzungen für die europäische handlungsfähigkeit und wettbewerbsfähigkeit 134 im 21.",0.78200287
7389,gruene,"wir treten ein für frieden und sicherheit vorausschauend für den frieden unsere außen- und sicherheitspolitik zielt darauf, konflikte zu verhindern, und setzt deshalb auf vorausschau gemäß der vn-agenda für nachhaltige entwicklung.",frieden und stabilität im nahen und mittleren osten sind teil unserer zentralen interessen.,0.78188527
7390,gruene,"dafür braucht es eine bundesweit einheitliche und föderal abgestimmte gesamtstrategie, bei der von beginn an bürger*innenbeteiligung teil der planung ist.",netzinfrastrukturen wollen wir in zukunft auf allen politischen ebenen stärker gemeinsam und vorausschauend planen.,0.78188294
7391,gruene,dafür nutzen wir auch die gestaltungsmöglichkeiten der deutschen g7-präsidentschaft 2022.,die entsprechenden gespräche mit den ländern und den anderen fraktionen der demokratischen parteien im deutschen bundestag wird die bundesregierung zeitnah im jahre 2022 führen.,0.78188086
7392,gruene,"ausschreibungs- und beschaffungskriterien sind so anzupassen, dass möglichst sozial-ökologisch nachhaltige technologien vorrangig zum einsatz kommen.","diese müssen auch den erfordernissen des mittelstands rechnung tragen und die aspekte innovation, nachhaltigkeit, verbraucherschutz und soziale gerechtigkeit integrieren.",0.7818772
7393,gruene,"auch soll sich deutschland aktiv für eine globale eu- konnektivitätsstrategie einsetzen, um gemeinsame infrastrukturentwicklung nach qualitativ hohen internationalen standards entsprechend den bedürfnissen unserer partner*innen zu realisieren.","wir werden die umsetzung eines deutschlandtaktes infrastrukturell, finanziell, organisatorisch, eisenbahnrechtlich und europarechtskonform absichern.",0.78185725
7394,gruene,"freiwillige und verpflichtende maßnahmen für die unternehmen sind notwendig, um diskriminierungsfreie arbeitsplätze und einen gleichberechtigten zugang zu gestaltungspositionen in der digitalen transformation zu ermöglichen.","der staat muss bei vielfalt, gleichstellung und flexiblen sowie digitalen arbeitsbedingungen vorbild sein.",0.7818401
7395,gruene,zur koordination all dieser vorhaben wollen wir mit allen nutzer*innen des gesundheitswesens eine strategie für die digitalisierung entwickeln.,die gematik bauen wir zu einer digitalen gesundheitsagentur aus.,0.7817762
7396,gruene,"die kindergrundsicherung verbinden wir mit einer neuermittlung dessen, was kinder zum leben brauchen.",wir werden den kinder- und jugendplan bedarfsgerecht ausstatten.,0.78172374
7397,gruene,dafür soll in zukunft gemeinsam mit dem jahreswirtschaftsbericht ein jahreswohlstandsbericht veröffentlicht werden.,"wir wollen im jahreswirtschaftsbericht eine wohlstandsberichterstattung integrieren, die neben ökonomischen auch ökologische, soziale und gesellschaftliche dimensionen des wohlstands erfasst.",0.7817237
7398,gruene,"den ausufernden lkw-verkehr wollen wir durch eine co2-orientierte maut so regulieren, dass die entstehenden kosten von den verursacher*innen getragen werden.","wir werden 2023 eine co2-differenzierung der lkw-maut vornehmen, den gewerblichen güterkraftverkehr ab 3,5 tonnen einbeziehen und einen co2-zuschlag einführen, unter der bedingung, eine doppelbelastung durch den co2-preis auszuschließen.",0.78170973
7399,gruene,"deshalb muss klargemacht werden, für welche einsatzszenarien der bundeswehr die bewaffneten drohnen überhaupt eingesetzt werden sollen, bevor über ihre beschaffung entschieden werden kann.",unter verbindlichen und transparenten auflagen und unter berücksichtigung von ethischen und sicherheitspolitischen aspekten werden wir daher die bewaffnung von drohnen der bundeswehr in dieser legislaturperiode ermöglichen.,0.7816855
7400,gruene,"wir wollen, dass das so bleibt.",wir behalten das bestehende preismoratorium bei.,0.7816041
7401,gruene,"die haltung von tieren aus wildtiernachzuchten sollte an eine positivliste und einen sachkundenachweis geknüpft werden, der sich an der schwierigkeit der haltung der jeweiligen tierart bemisst.","wir aktualisieren die leitlinien für tierbörsen und erarbeiten eine positivliste für wildtiere, die nach einer übergangsfrist noch in zirkussen gehalten werden können.",0.7815504
7402,gruene,"wir wollen dazu auch eine europäische politik der globalen vernetzung und konnektivität vorantreiben und begrüßen entsprechende partnerschaften ausgangspunkt unserer politik ist eine gestärkte, krisenfeste und handlungsfähige europäische union.","die strategische souveränität der europäischen union wollen wir erhöhen, indem wir unsere außen-, sicherheits-, entwicklungs- und handelspolitik wertebasiert und als basis gemeinsamer europäischer interessen ausrichten.",0.7815009
7403,gruene,für mehr transparenz sorgen wir mit einem gemeinnützigkeitsregister und einfach handhabbaren transparenzpflichten sowie mit regeln zur offenlegung der spendenstruktur.,"wir werden die qualität der daten im transparenzregister verbessern, sodass die wirtschaftlich berechtigten in allen vorgeschriebenen fällen tatsächlich ausgewiesen werden.",0.7814933
7404,gruene,insbesondere die berücksichtigung erlittener geschlechtsspezifischer verfolgung und die dazugehörige beratung im asylverfahren sind zu gewährleisten.,wir werden für queere verfolgte asylverfahren überprüfen (z.,0.7814599
7405,gruene,moderne bundeswehr der auftrag und die aufgaben der bundeswehr müssen sich an den realen und strategisch bedeutsamen herausforderungen für sicherheit und friedenssicherung orientieren und in ein gesamtstaatliches handeln einfügen.,wir richten die schwerpunkte bei der beschaffung der bundeswehr strategisch aus und modernisieren das beschaffungswesen und seine strukturen.,0.78144336
7406,gruene,entsprechend braucht es eine stärkung der risiko- und nachweisforschung.,wir messen regelungen immer wieder an neuen wissenschaftlichen erkenntnissen und richten daran maßnahmen zum gesundheitsschutz aus.,0.78138345
7407,gruene,"es gilt, familienunterstützende dienstleistungen zu fördern, zum beispiel für ergänzende kinderbetreuung oder haushaltsnahe dienstleistungen.","haushaltsnahe dienstleistungen durch die förderung haushaltsnaher dienstleistungen unterstützen wir die vereinbarung von familie und beruf, die erwerbsbeteiligung von ehe- und lebenspartnern und schaffen gleichzeitig mehr sozialversicherte arbeitsplätze.",0.7813624
7408,gruene,"für ihre aufgaben wie prävention, aufklärung und strafverfolgung und den  194 ka pi te l 5  schutz der grundrechte wollen wir die polizei stärken, in der stadt und auf dem land, analog und digital.","bürgernähe und eine transparente fehlerkultur werden wir stärken, indem wir die aus- und fortbildung bei der polizei weiterentwickeln und noch intensiver die grundsätze der freiheitlich demokratischen grundordnung, insbesondere der grund- und menschenrechte, vermitteln.",0.78132284
7409,gruene,"hierfür muss auch die europäische zusammenarbeit ausgebaut werden, wozu deutschland einen entsprechenden beitrag leisten muss.",die zusammenarbeit und der informationsaustausch zwischen den verschiedenen aufsichtsbereichen der bafin sowie mit anderen deutschen und internationalen behörden muss intensiviert werden.,0.78128564
7410,gruene,es bedarf einer engen parlamentarischen kontrolle von frontex-einsätzen sowie einer systematischen menschenrechtsbeobachtung vor ort.,"das ziel muss ein wirksamer und rechtsstaatlicher außengrenzschutz sein, der transparent ist und parlamentarisch kontrolliert wird.",0.7812619
7411,gruene,"versuche, das arbeitszeitgesetz zum nachteil der arbeitnehmer*innen aufzuweichen, lehnen wir ab.","arbeitgeber können dem wunsch der beschäftigten nur dann widersprechen, wenn betriebliche belange entgegenstehen.",0.7811413
7412,gruene,das schonvermögen wird angehoben.,wir werden den basis- und höchstbetrag beim elterngeld dynamisieren.,0.7809776
7413,gruene,dafür wollen wir das bafög neu aufsetzen und zu einer grundsicherung für alle studierenden und auszubildenden umbauen.,ausbildungsförderung das bafög wollen wir reformieren und dabei elternunabhängiger machen.,0.78095305
7414,gruene,so bekämpfen wir die klimakrise und tragen zur sicherung des deutschen industriestandorts bei.,"wir stärken ihre wettbewerbsfähigkeit und innovationskraft, nachhaltigkeit und klimaschutz sowie den produktionsstandort deutschland, sichern arbeitsplätze und reduzieren die risiken des einsatzes gesundheitsgefährdender stoffe (z.",0.78090614
7415,gruene,bürger*innenräte für mehr beteiligung direkte beteiligungsmöglichkeiten bereichern die demokratie und stärken die repräsentanz.,die bundesregierung verstärkt ihre kompetenz zur unterstützung dialogischer bürgerbeteiligungsverfahren.,0.7808336
7416,gruene,die eigene kritische infrastruktur wollen wir schützen und eine gemeinsame europäische cloud-infrastruktur auf basis von open-source-technologien realisieren.,auf basis einer multi-cloud strategie und offener schnittstellen sowie strenger sicherheits- und transparenzvorgaben bauen wir eine cloud der öffentlichen verwaltung auf.,0.780823
7417,gruene,alle zivilgesellschaftlichen und politischen ebenen und kräfte müssen den kampf gegen sexualisierte gewalt an kindern zu einem zentralen thema machen.,"die aufarbeitung struktureller sexualisierter gewalt an kindern und jugendlichen in gesellschaftlichen gruppen, wie sportvereinen, kirchen und der jugendarbeit, werden wir begleiten, aktiv fördern und wenn erforderlich gesetzliche grundlagen schaffen.",0.7807344
7418,gruene,"in der digitalbranche ist ein kulturwandel erforderlich, auch um unser volles innovationspotenzial auszuschöpfen.",wir fördern digitale innovationen sowie unternehmerische und gesellschaftliche initiative und setzen auf offene standards und diversität.,0.78072613
7419,gruene,"leistungen zur teilhabe müssen in jeder phase allgemeiner, beruflicher und hochschulischer bildung gewährt sein.","wir fördern vollqualifizierende ausbildungen im rahmen der beruflichen weiterbildung unabhängig von dauer und grundkompetenzen, auch im umgang mit digitalen informations- und kommunikationstechnologien.",0.7806838
7420,gruene,"gleichberechtigung, kooperation sowie der zusammenhalt in vielfalt sind maßstäbe, um einen bürger*innennahen staat zu verwirklichen.",die anerkennung der regierung knüpfen wir an ihre inklusivität und an die bewahrung der menschenrechte.,0.7806407
7421,gruene,deshalb wollen wir eine neue gemeinschaftsaufgabe „regionale daseinsvorsorge“ im grundgesetz verankern.,"wir werden der gemeinschaftsmethode wieder vorrang geben, aber wo nötig mit einzelnen mitgliedstaaten vorangehen.",0.7805996
7422,gruene,"um das rentenniveau zu sichern, wollen wir die frauenerwerbstätigkeit unter anderem durch ein recht auf rückkehr in vollzeit erhöhen, ein echtes einwanderungsgesetz schaffen und die beschäftigungssituation älterer arbeitnehmer*innen verbessern.","wir erhöhen den 66 mindestlohn und schaffen ein modernes arbeitsrecht, das sicherheit und fair ausgehandelte flexibilität ermöglicht.",0.78050166
7423,gruene,dafür unterstützen wir mit unserer agrar- und entwicklungspolitik eine globale sozial-ökologische agrarwende.,die landwirte sollen auf dem weg zur klimaneutralität im rahmen des umbaus der nutztierhaltung unterstützt werden.,0.78037935
7424,gruene,"mit einem nationalen aktionsplan für kinder- und jugendbeteiligung wollen wir sicherstellen, dass alle kinder und jugendlichen über ihre rechte informiert sind und unabhängig vom soziokulturellen hintergrund und vom aufenthaltsstatus altersgerecht und niedrigschwellig beteiligung leben können.",mit einer kampagne informieren wir kinder über ihr rechte und beschwerdemöglichkeiten.,0.7803338
7425,gruene,"denn die länder des globalen südens haben wachsende energiebedarfe: mit klima- und entwicklungspartnerschaften wollen wir innovation für klimaneutralität global vorantreiben, den massiven ausbau erneuerbarer energien unterstützen und anpassung stärken, damit die weltgemeinschaft auf den 1,5-grad-pfad kommen kann.","mit klima- und entwicklungspartnerschaften fördern wir beidseitigen wissens- und technologietransfer, den ausbau erneuerbarer energien mit eigenständiger wertschöpfung und lokalen nutzungsmöglichkeiten, nachhaltige infrastruktur und weitere klimaschutz- und anpassungsmaßnahmen in unseren partnerländern.",0.7803098
7426,gruene,"eine beteiligung von nicht vertrauenswürdigen unternehmen, insbesondere aus autoritären staaten, an kritischer infrastruktur lehnen wir ab.",nicht-vertrauenswürdige unternehmen werden beim ausbau kritischer infrastrukturen nicht beteiligt.,0.7802893
7427,gruene,"das wollen wir durch einen klugen mix aus co2-preisen, anreizen und förderung sowie ordnungsrecht und abbau von umweltschädlichen subventionen ändern.","sozial gerechte energiepreise um – auch angesichts höherer co2-preiskomponenten – für sozial gerechte und für die wirtschaft wettbewerbsfähige energiepreise zu sorgen, werden wir die finanzierung der eeg-umlage über den strompreis beenden.",0.7802045
7428,gruene,wir wollen unsere städte lebenswerter machen und sie dazu bei der mobilitätswende gezielt unterstützen.,wir machen das programm “zukunftsfähige innenstädte und zentren” mit der städtebauförderung kompatibel.,0.78016305
7429,gruene,"wir setzen uns dafür ein, dass sich die teilhabe von frauen im sport und die diversität von sportler*innen und athlet*innen auch in der besetzung von entscheidungsgremien niederschlägt.","wir stärken die inklusion im sport, unter anderem das projekt „indus“ und inklusive ligen.",0.7801333
7430,gruene,seine arbeitsfähigkeit ist zu garantieren und zu stärken.,"sie verlässlich zu fördern, ist unsere aufgabe.",0.78011435
7431,gruene,"damit sollen unter anderem migrationsberatungsstellen gestärkt und aufgebaut, dolmetschleistungen im gemeinwesen finanziert, zivilgesellschaftliche unterstützungsstrukturen gefördert und strukturelle entlastungen der kommunen, die sich zur aufnahme von geflüchteten bereit erklären, in der eu gesichert werden.","wir wollen eine verstetigung der beteiligung des bundes an den flüchtlingsbezogenen kosten der länder und kommunen und zudem die unterstützung des bundes in form der mittel, die für integration verwendet werden, fortsetzen.",0.780108
7432,gruene,"wir setzen uns dafür ein, den kohleausstieg bis 2030 zu vollenden.",idealerweise gelingt das schon bis 2030.,0.7801067
7433,gruene,dies werden wir fördern und bessere rahmenbedingungen schaffen.,"wir verbessern die zusammenarbeit in grenzräumen, z.",0.78006834
7434,gruene,"wir fördern die entwicklung gesunder wälder, die mehr kohlenstoff binden, als aus ihnen herausgeholt oder freigesetzt wird.",durch einen gezielten waldumbau müssen artenreiche und klimaresiliente wälder mit überwiegend standortheimischen baumarten geschaffen werden.,0.7800474
7435,gruene,wir wollen gründungen aus phasen der arbeitslosigkeit heraus besser fördern und durch die krise zurückgeworfenen berufsanfänger*innen mit einem einstiegszuschuss eine brücke in den arbeitsmarkt bauen.,"für menschen in arbeitslosigkeit und in der grundsicherung weiten wir die eigenständige förderung von grundkompetenzen aus und stellen klar, dass die vermittlung in arbeit keinen vorrang vor einer beruflichen aus- und weiterbildung hat, die die beschäftigungschancen stärkt.",0.7799629
7436,gruene,"aktive außenwirtschaftspolitik und fairer wettbewerb um legitime sicherheitsinteressen zu schützen und gleiche wettbewerbsbedingungen für alle marktteilnehmer*innen durchzusetzen, muss die eu reagieren, wenn aus drittländern mit unfairen mitteln auf dem eu-binnenmarkt agiert wird, sowie eine aktive außenwirtschaftspolitik betreiben.",wir nutzen das europäische wettbewerbsrecht und die stärke des europäischen binnenmarktes gerade mit blick auf unfaire wettbewerbspraktiken autoritärer regime.,0.77989864
7437,gruene,"auch wollen wir den nationalen aktionsplan „bildung für nachhaltige entwicklung“ vollumfänglich umsetzen und auch an den hochschulen die entwicklung neuer lehr- und lernformate unterstützen, um den großen gesellschaftlichen herausforderungen unserer zeit begegnen zu können.",die nationale weiterbildungsstrategie wollen wir mit einem stärkeren fokus auf die allgemeine weiterbildung fortsetzen.,0.7798569
7438,gruene,"schon ab 5.000 euro sollen spenden im rechenschaftsbericht genannt werden, ab 25.000 euro soll die pflicht zur sofortigen veröffentlichung greifen.","spenden und mitgliedsbeiträge, die in der summe 7.500 euro pro jahr überschreiten, werden im rechenschaftsbericht veröffentlichungspflichtig.",0.77979
7439,gruene,"wir wollen, dass die kulturlandschaft nach der pandemie mit ihren monatelangen schließungen zu neuer lebendigkeit, vielfalt und reichhaltigkeit findet und kultur und kulturelle bildung endlich selbstverständlicher teil der daseinsvorsorge werden.","kulturförderung die neustart-programme führen wir zunächst fort, um den übergang nach der pandemie abzusichern.",0.7796392
7440,gruene,wir wollen das vertrauen in demokratische institutionen und mandatsträger*innen stärken und das primat der politik gegenüber intransparenter einflussnahme schützen.,lebendige demokratie demokratie lebt vom vertrauen in alle staatlichen institutionen und verfassungsorgane.,0.7796176
7441,gruene,die anhaltende bedrohung des staates israel und seiner souveränität in seiner nachbarschaft und den terror gegen seine bevölkerung verurteilen wir.,dies gilt ebenso für den verzicht auf jede form von gewalt gegen israel.,0.7795271
7442,gruene,"wir setzen uns ein für einen nach risiken abgestuften europäischen ordnungsrahmen für den einsatz automatischer systeme, klare regeln zur nachvollziehbarkeit, zum datenschutz, zum arbeitsrecht und zur datenqualität, um kontrolle und haftung, aber auch rechtssicherheit für betroffene betriebe zu ermöglichen.","das europäische finanzmarktaufsichtsrecht machen wir fit für die digitalisierung und für komplexe konzernstrukturen, um eine ganzheitliche und risikoadäquate aufsicht über neue geschäftsmodelle sicherzustellen.",0.779519
7443,gruene,wir wollen die fischereisubventionen auf eine ökologische meeresnutzung ausrichten.,"dazu werden wir eine „zukunftskommission fischerei“ initiieren, um empfehlungen für eine nachhaltige fischerei und aquakultur, binnen- und hochseefischerei zu erarbeiten.",0.77950996
7444,gruene,"wir wollen einen multilateralen welthandel und handelsabkommen, die dem wohlstand aller menschen dienen, die umwelt- und klimaschutz sowie die einhaltung der menschenrechte einfordern und die beziehungen mit unseren partner*innen im einsatz  80 ka pi te l 2  für demokratie und freiheit stärken.","wir unterstützen die neuausrichtung der eu-handelsstrategie und wollen die künftigen eu-handelsabkommen (u. a. mit chile, neuseeland, australien, asean, indien) mit effektiven nachhaltigkeitsstandards unter anwendung eines streitbeilegungsmechanismus 35 ausstatten.",0.7793444
7445,gruene,57 ka pi te l 2  kapitel 2: in die zukunft wirtschaften klimaneutralität ist die große chance für den industriestandort deutschland.,darin liegen auch große chancen für die modernisierung unseres landes und den industriestandort deutschland: neue geschäftsmodelle und technologien können klimaneutralen wohlstand und gute arbeit schaffen.,0.7793125
7446,gruene,deutschland.,deutsch-polnisches jugendwerk).,0.7792924
7447,gruene,"selbstbestimmt im alter, in stadt und land wir wollen selbstbestimmung auch im alter ermöglichen.",wir werden einen elterngeldanspruch für pflegeeltern einführen und den anspruch für selbstständige modernisieren.,0.77912754
7448,gruene,"darüber hinaus setzen wir uns auch auf europäischer ebene für eine ambitionierte, verbindliche regelung in internationalen lieferketten ein.",wir setzen uns für ambitionierte ausbauziele auf europäischer ebene ein.,0.7790507
7449,gruene,der austausch von unterlagen unter den behörden muss nach zustimmung und unter beachtung des datenschutzes möglich sein.,verknüpfung und nutzung werden wir datenschutzkonform gestalten.,0.7789227
7450,gruene,"um regionen und insbesondere die dort ansässigen kleinen und mittleren unternehmen zu unterstützen, wollen wir regionale transformationsfonds auflegen.",wir fördern regionale transformationscluster und werden strukturschwache regionen unterstützen.,0.7789218
7451,gruene,moderne bundeswehr der auftrag und die aufgaben der bundeswehr müssen sich an den realen und strategisch bedeutsamen herausforderungen für sicherheit und friedenssicherung orientieren und in ein gesamtstaatliches handeln einfügen.,das fähigkeitsprofil der bundeswehr muss sich daraus ableiten.,0.77884394
7452,gruene,"bildung für nachhaltige entwicklung (bne) stärken wir fördern die umsetzung des unesco-programms bildung für nachhaltige entwicklung, das weltweit die integration von bne in alle bildungsnetzwerke und auf kommunaler ebene vorantreiben soll.",wir wollen auch schülerfirmen als bestandteil von bildung für nachhaltige entwicklung fördern.,0.77881557
7453,gruene,"die französische initiative, das umweltvölkerrecht zu kodifizieren und zu konsolidieren, greifen wir auf und machen uns dafür stark, in einem ersten schritt das recht auf saubere umwelt in einer resolution der vn-generalversammlung zu verbriefen.",wir setzen uns auf vn-ebene für die konkretisierung und durchsetzung des rechts auf saubere umwelt ein.,0.7788061
7454,gruene,"bedingung ist, dass die geförderte gründung sich an den un-nachhaltigkeitszielen ausrichtet und eine wirtschaftlichkeitsprüfung durch sachverständige durchgeführt wird.","dabei muss – unter einbeziehung der risiken – nach einheitlichen kriterien durch eine wirtschaftlichkeitsuntersuchung gezeigt werden, dass die umsetzung eines konkreten öpp-projektes wirtschaftlicher ist.",0.77877694
7455,gruene,"minijobs, mit ausnahmen für studierende, schüler*innen und rentner*innen, wollen wir in sozialversicherungspflichtige beschäftigung überführen und regelungen für haushaltsnahe dienstleistungen schaffen.","gleichzeitig werden wir verhindern, dass minijobs als ersatz für reguläre arbeitsverhältnisse missbraucht oder zur teilzeitfalle insbesondere für frauen werden.",0.7785414
7456,gruene,"wir werden uns im rahmen des laufenden strategieprozesses für eine neuaufstellung der nato und darauf aufbauend eine debatte über eine faire lastenverteilung und eine ausgewogene beteiligung der mitgliedstaaten einsetzen, um strategische interessen auf grundlage von europäischen werten wie multilateralismus, demokratie und rechtsstaatlichkeit gemeinsam zu entwickeln und geschlossener und überzeugender zu vertreten.","wir setzen uns dafür ein, die politische dimension der nato zu stärken, auch um im bündnis bestehende spannungen zu adressieren.",0.7784718
7457,gruene,patient*innenrechte stärken für uns stehen die bedürfnisse der patient*innen und pflegebedürftigen und der nutzen für sie im mittelpunkt.,"rechte von patientinnen und patienten die unabhängige patientenberatung (upd) überführen wir in eine dauerhafte, staatsferne und unabhängige struktur unter beteiligung der maßgeblichen patientenorganisationen.",0.77841324
7458,gruene,selbständige sollen damit neben dem anspruch auf arbeitslosengeld i auch einen anspruch auf kurzarbeitergeld in besonderen notsituationen wie beispielsweise während einer pandemie erhalten.,"um auch bei zukünftigen schweren krisen, die zu nicht selbst verantworteten erwerbsausfällen führen, selbstständige auch bei der finanzierung ihrer lebensunterhaltskosten schneller und besser helfen zu können, treffen wir vorsorge für steuerfinanzierte wirtschaftshilfen.",0.7783664
